clinic,hiv,day,population
73101,1,2010-09-30,81
73101,1,2010-10-31,81
73101,1,2010-11-30,81
73101,1,2010-12-31,81
73101,1,2011-01-31,81
73101,1,2011-02-28,81
73101,1,2011-03-31,81
73101,1,2011-04-30,81
73101,1,2011-05-31,81
73101,1,2011-06-30,81
73101,1,2011-07-31,81
73101,1,2011-08-31,81
73101,1,2011-09-30,81
73101,1,2011-10-31,81
73101,1,2011-11-30,81
73101,1,2011-12-31,81
73101,1,2012-01-31,81
73103,1,2006-01-31,147
73103,1,2006-03-31,185
73103,1,2006-04-30,198
73103,1,2006-06-30,241
73103,1,2006-07-31,258
73103,1,2006-09-30,293
73103,1,2006-10-31,313
73103,1,2006-12-31,332
73103,1,2007-01-31,352
73103,1,2007-03-31,399
73103,1,2007-04-30,426
73103,1,2007-06-30,466
73103,1,2007-07-31,482
73103,1,2007-09-30,496
73103,1,2007-10-31,509
73103,1,2007-12-31,533
73103,1,2008-01-31,549
73103,1,2008-03-31,569
73103,1,2008-04-30,576
73103,1,2008-06-30,597
73103,1,2008-07-31,630
73103,1,2008-09-30,651
73103,1,2008-10-31,659
73103,1,2008-12-31,677
73103,1,2009-01-31,695
73103,1,2009-03-31,725
73103,1,2009-04-30,734
73103,1,2009-05-31,743
73103,1,2009-06-30,758
73103,1,2009-07-31,773
73103,1,2009-08-31,789
73103,1,2009-09-30,805
73103,1,2009-10-31,817
73103,1,2009-11-30,829
73103,1,2009-12-31,839
73103,1,2010-01-31,850
73103,1,2010-02-28,858
73103,1,2010-03-31,867
73103,1,2010-04-30,884
73103,1,2010-05-31,891
73103,1,2010-06-30,898
73103,1,2010-07-31,901
73103,1,2010-08-31,913
73103,1,2010-09-30,927
73103,1,2010-10-31,936
73103,1,2010-11-30,941
73103,1,2010-12-31,948
73103,1,2011-01-31,953
73103,1,2011-02-28,957
73103,1,2011-03-31,965
73103,1,2011-04-30,982
73103,1,2011-05-31,995
73103,1,2011-06-30,1009
73103,1,2011-07-31,1014
73103,1,2011-08-31,1020
73103,1,2011-09-30,1020
73103,1,2011-10-31,1020
73103,1,2011-11-30,1020
73103,1,2011-12-31,1020
73103,1,2012-01-31,1020
73301,1,2006-01-31,82
73301,1,2006-03-31,85
73301,1,2006-04-30,86
73301,1,2006-06-30,98
73301,1,2006-07-31,98
73301,1,2006-09-30,100
73301,1,2006-10-31,100
73301,1,2006-12-31,113
73301,1,2007-01-31,116
73301,1,2007-03-31,128
73301,1,2007-04-30,127
73301,1,2007-06-30,130
73301,1,2007-07-31,131
73301,1,2007-09-30,133
73301,1,2007-10-31,132
73301,1,2007-12-31,138
73301,1,2008-01-31,140
73301,1,2008-03-31,148
73301,1,2008-04-30,148
73301,1,2008-06-30,158
73301,1,2008-07-31,162
73301,1,2008-09-30,189
73301,1,2008-10-31,192
73301,1,2008-12-31,201
73301,1,2009-01-31,201
73301,1,2009-03-31,207
73301,1,2009-04-30,212
73301,1,2009-05-31,214
73301,1,2009-06-30,220
73301,1,2009-07-31,225
73301,1,2009-08-31,232
73301,1,2009-09-30,233
73301,1,2009-10-31,234
73301,1,2009-11-30,236
73301,1,2009-12-31,239
73301,1,2010-01-31,240
73301,1,2010-02-28,242
73301,1,2010-03-31,249
73301,1,2010-04-30,258
73301,1,2010-05-31,262
73301,1,2010-06-30,266
73301,1,2010-07-31,267
73301,1,2010-08-31,271
73301,1,2010-09-30,273
73301,1,2010-10-31,277
73301,1,2010-11-30,278
73301,1,2010-12-31,281
73301,1,2011-01-31,288
73301,1,2011-02-28,292
73301,1,2011-03-31,296
73301,1,2011-04-30,298
73301,1,2011-05-31,301
73301,1,2011-06-30,307
73301,1,2011-07-31,308
73301,1,2011-08-31,312
73301,1,2011-09-30,316
73301,1,2011-10-31,319
73301,1,2011-11-30,321
73301,1,2011-12-31,322
73301,1,2012-01-31,328
81100,,2009-08-31,0
81100,,2009-10-31,0
81100,1,2006-01-31,296
81100,1,2006-03-31,384
81100,1,2006-04-30,370
81100,1,2006-06-30,472
81100,1,2006-07-31,451
81100,1,2006-09-30,530
81100,1,2006-10-31,510
81100,1,2006-12-31,590
81100,1,2007-01-31,571
81100,1,2007-03-31,696
81100,1,2007-04-30,685
81100,1,2007-06-30,734
81100,1,2007-07-31,748
81100,1,2007-09-30,835
81100,1,2007-10-31,820
81100,1,2007-12-31,864
81100,1,2008-01-31,881
81100,1,2008-03-31,921
81100,1,2008-04-30,945
81100,1,2008-06-30,990
81100,1,2008-07-31,1014
81100,1,2008-09-30,1097
81100,1,2008-10-31,1088
81100,1,2008-12-31,1145
81100,1,2009-01-31,1180
81100,1,2009-03-31,1239
81100,1,2009-04-30,1279
81100,1,2009-05-31,1310
81100,1,2009-06-30,1354
81100,1,2009-07-31,1407
81100,1,2009-08-31,1436
81100,1,2009-09-30,1471
81100,1,2009-10-31,1509
81100,1,2009-11-30,1532
81100,1,2009-12-31,1562
81100,1,2010-01-31,1583
81100,1,2010-02-28,1621
81100,1,2010-03-31,1660
81100,1,2010-04-30,1709
81100,1,2010-05-31,1732
81100,1,2010-06-30,1756
81100,1,2010-07-31,1783
81100,1,2010-08-31,1815
81100,1,2010-09-30,1854
81100,1,2010-10-31,1881
81100,1,2010-11-30,1898
81100,1,2010-12-31,1911
81100,1,2011-01-31,1932
81100,1,2011-02-28,1961
81100,1,2011-03-31,1976
81100,1,2011-04-30,1993
81100,1,2011-05-31,2010
81100,1,2011-06-30,2032
81100,1,2011-07-31,2053
81100,1,2011-08-31,2066
81100,1,2011-09-30,2088
81100,1,2011-10-31,2099
81100,1,2011-11-30,2122
81100,1,2011-12-31,2132
81100,1,2012-01-31,2149
81101,1,2006-01-31,1
81101,1,2006-03-31,1
81101,1,2006-04-30,1
81101,1,2006-06-30,1
81101,1,2006-07-31,1
81101,1,2006-09-30,1
81101,1,2006-10-31,1
81101,1,2006-12-31,1
81101,1,2007-01-31,1
81101,1,2007-03-31,1
81101,1,2007-04-30,1
81101,1,2007-06-30,1
81101,1,2007-07-31,1
81101,1,2007-09-30,1
81101,1,2007-10-31,1
81101,1,2007-12-31,1
81101,1,2008-01-31,1
81101,1,2008-03-31,3
81101,1,2008-04-30,5
81101,1,2008-06-30,7
81101,1,2008-07-31,12
81101,1,2008-09-30,15
81101,1,2008-10-31,16
81101,1,2008-12-31,18
81101,1,2009-01-31,19
81101,1,2009-03-31,23
81101,1,2009-04-30,24
81101,1,2009-05-31,24
81101,1,2009-06-30,29
81101,1,2009-07-31,41
81101,1,2009-08-31,52
81101,1,2009-09-30,59
81101,1,2009-10-31,59
81101,1,2009-11-30,68
81101,1,2009-12-31,76
81101,1,2010-01-31,80
81101,1,2010-02-28,87
81101,1,2010-03-31,100
81101,1,2010-04-30,115
81101,1,2010-05-31,118
81101,1,2010-06-30,125
81101,1,2010-07-31,131
81101,1,2010-08-31,137
81101,1,2010-09-30,149
81101,1,2010-10-31,153
81101,1,2010-11-30,161
81101,1,2010-12-31,163
81101,1,2011-01-31,167
81101,1,2011-02-28,173
81101,1,2011-03-31,181
81101,1,2011-04-30,187
81101,1,2011-05-31,190
81101,1,2011-06-30,193
81101,1,2011-07-31,198
81101,1,2011-08-31,204
81101,1,2011-09-30,205
81101,1,2011-10-31,207
81101,1,2011-11-30,209
81101,1,2011-12-31,211
81101,1,2012-01-31,213
82201,1,2006-01-31,3
82201,1,2006-03-31,3
82201,1,2006-04-30,3
82201,1,2006-06-30,5
82201,1,2006-07-31,5
82201,1,2006-09-30,5
82201,1,2006-10-31,5
82201,1,2006-12-31,5
82201,1,2007-01-31,5
82201,1,2007-03-31,8
82201,1,2007-04-30,9
82201,1,2007-06-30,43
82201,1,2007-07-31,49
82201,1,2007-09-30,59
82201,1,2007-10-31,77
82201,1,2007-12-31,90
82201,1,2008-01-31,97
82201,1,2008-03-31,110
82201,1,2008-04-30,116
82201,1,2008-06-30,126
82201,1,2008-07-31,131
82201,1,2008-09-30,131
82201,1,2008-10-31,137
82201,1,2008-12-31,144
82201,1,2009-01-31,153
82201,1,2009-03-31,161
82201,1,2009-04-30,167
82201,1,2009-05-31,178
82201,1,2009-06-30,192
82201,1,2009-07-31,198
82201,1,2009-08-31,208
82201,1,2009-09-30,214
82201,1,2009-10-31,222
82201,1,2009-11-30,227
82201,1,2009-12-31,234
82201,1,2010-01-31,241
82201,1,2010-02-28,247
82201,1,2010-03-31,252
82201,1,2010-04-30,260
82201,1,2010-05-31,265
82201,1,2010-06-30,268
82201,1,2010-07-31,276
82201,1,2010-08-31,288
82201,1,2010-09-30,302
82201,1,2010-10-31,311
82201,1,2010-11-30,316
82201,1,2010-12-31,319
82201,1,2011-01-31,326
82201,1,2011-02-28,328
82201,1,2011-03-31,330
82201,1,2011-04-30,340
82201,1,2011-05-31,348
82201,1,2011-06-30,352
82201,1,2011-07-31,359
82201,1,2011-08-31,366
82201,1,2011-09-30,373
82201,1,2011-10-31,377
82201,1,2011-11-30,391
82201,1,2011-12-31,399
82201,1,2012-01-31,404
83401,1,2006-01-31,1
83401,1,2006-03-31,1
83401,1,2006-04-30,1
83401,1,2006-06-30,1
83401,1,2006-07-31,1
83401,1,2006-09-30,1
83401,1,2006-10-31,1
83401,1,2006-12-31,1
83401,1,2007-01-31,1
83401,1,2007-03-31,1
83401,1,2007-04-30,1
83401,1,2007-06-30,1
83401,1,2007-07-31,1
83401,1,2007-09-30,1
83401,1,2007-10-31,1
83401,1,2007-12-31,10
83401,1,2008-01-31,22
83401,1,2008-03-31,34
83401,1,2008-04-30,40
83401,1,2008-06-30,44
83401,1,2008-07-31,50
83401,1,2008-09-30,63
83401,1,2008-10-31,73
83401,1,2008-12-31,83
83401,1,2009-01-31,95
83401,1,2009-03-31,114
83401,1,2009-04-30,117
83401,1,2009-05-31,122
83401,1,2009-06-30,126
83401,1,2009-07-31,134
83401,1,2009-08-31,138
83401,1,2009-09-30,148
83401,1,2009-10-31,152
83401,1,2009-11-30,163
83401,1,2009-12-31,168
83401,1,2010-01-31,172
83401,1,2010-02-28,177
83401,1,2010-03-31,185
83401,1,2010-04-30,190
83401,1,2010-05-31,192
83401,1,2010-06-30,201
83401,1,2010-07-31,211
83401,1,2010-08-31,217
83401,1,2010-09-30,221
83401,1,2010-10-31,223
83401,1,2010-11-30,229
83401,1,2010-12-31,232
83401,1,2011-01-31,235
83401,1,2011-02-28,240
83401,1,2011-03-31,247
83401,1,2011-04-30,255
83401,1,2011-05-31,259
83401,1,2011-06-30,259
83401,1,2011-07-31,264
83401,1,2011-08-31,267
83401,1,2011-09-30,273
83401,1,2011-10-31,275
83401,1,2011-11-30,279
83401,1,2011-12-31,285
83401,1,2012-01-31,285
84100,,2006-01-31,0
84100,1,2006-01-31,4
84100,1,2006-03-31,18
84100,1,2006-04-30,21
84100,1,2006-06-30,42
84100,1,2006-07-31,52
84100,1,2006-09-30,87
84100,1,2006-10-31,89
84100,1,2006-12-31,106
84100,1,2007-01-31,122
84100,1,2007-03-31,149
84100,1,2007-04-30,152
84100,1,2007-06-30,177
84100,1,2007-07-31,190
84100,1,2007-09-30,228
84100,1,2007-10-31,241
84100,1,2007-12-31,269
84100,1,2008-01-31,288
84100,1,2008-03-31,332
84100,1,2008-04-30,350
84100,1,2008-06-30,375
84100,1,2008-07-31,388
84100,1,2008-09-30,412
84100,1,2008-10-31,434
84100,1,2008-12-31,470
84100,1,2009-01-31,483
84100,1,2009-03-31,520
84100,1,2009-04-30,541
84100,1,2009-05-31,557
84100,1,2009-06-30,556
84100,1,2009-07-31,578
84100,1,2009-08-31,599
84100,1,2009-09-30,638
84100,1,2009-10-31,652
84100,1,2009-11-30,676
84100,1,2009-12-31,691
84100,1,2010-01-31,702
84100,1,2010-02-28,722
84100,1,2010-03-31,737
84100,1,2010-04-30,756
84100,1,2010-05-31,769
84100,1,2010-06-30,786
84100,1,2010-07-31,797
84100,1,2010-08-31,810
84100,1,2010-09-30,816
84100,1,2010-10-31,823
84100,1,2010-11-30,830
84100,1,2010-12-31,839
84100,1,2011-01-31,846
84100,1,2011-02-28,861
84100,1,2011-03-31,871
84100,1,2011-04-30,891
84100,1,2011-05-31,903
84100,1,2011-06-30,913
84100,1,2011-07-31,925
84100,1,2011-08-31,938
84100,1,2011-09-30,956
84100,1,2011-10-31,966
84100,1,2011-11-30,978
84100,1,2011-12-31,998
84100,1,2012-01-31,1023
84111,,2006-01-31,0
84111,,2006-04-30,0
84111,,2006-07-31,0
84111,,2006-10-31,0
84111,,2007-01-31,0
84111,,2007-04-30,0
84111,,2008-01-31,0
84111,,2008-06-30,0
84111,,2008-07-31,0
84111,,2009-05-31,0
84111,1,2006-01-31,696
84111,1,2006-03-31,766
84111,1,2006-04-30,809
84111,1,2006-06-30,900
84111,1,2006-07-31,950
84111,1,2006-09-30,1029
84111,1,2006-10-31,1075
84111,1,2006-12-31,1144
84111,1,2007-01-31,1193
84111,1,2007-03-31,1240
84111,1,2007-04-30,1272
84111,1,2007-06-30,1341
84111,1,2007-07-31,1388
84111,1,2007-09-30,1438
84111,1,2007-10-31,1480
84111,1,2007-12-31,1533
84111,1,2008-01-31,1564
84111,1,2008-03-31,1622
84111,1,2008-04-30,1654
84111,1,2008-06-30,1727
84111,1,2008-07-31,1761
84111,1,2008-09-30,1844
84111,1,2008-10-31,1876
84111,1,2008-12-31,1928
84111,1,2009-01-31,1953
84111,1,2009-03-31,1988
84111,1,2009-04-30,2031
84111,1,2009-05-31,2062
84111,1,2009-06-30,2099
84111,1,2009-07-31,2142
84111,1,2009-08-31,2182
84111,1,2009-09-30,2206
84111,1,2009-10-31,2225
84111,1,2009-11-30,2261
84111,1,2009-12-31,2284
84111,1,2010-01-31,2311
84111,1,2010-02-28,2335
84111,1,2010-03-31,2362
84111,1,2010-04-30,2389
84111,1,2010-05-31,2422
84111,1,2010-06-30,2442
84111,1,2010-07-31,2466
84111,1,2010-08-31,2491
84111,1,2010-09-30,2526
84111,1,2010-10-31,2557
84111,1,2010-11-30,2582
84111,1,2010-12-31,2602
84111,1,2011-01-31,2633
84111,1,2011-02-28,2667
84111,1,2011-03-31,2692
84111,1,2011-04-30,2713
84111,1,2011-05-31,2759
84111,1,2011-06-30,2783
84111,1,2011-07-31,2810
84111,1,2011-08-31,2837
84111,1,2011-09-30,2868
84111,1,2011-10-31,2893
84111,1,2011-11-30,2921
84111,1,2011-12-31,2953
84111,1,2012-01-31,2990
91100,,2006-07-31,0
91100,,2009-10-31,0
91100,1,2006-01-31,206
91100,1,2006-03-31,208
91100,1,2006-04-30,207
91100,1,2006-06-30,251
91100,1,2006-07-31,280
91100,1,2006-09-30,316
91100,1,2006-10-31,329
91100,1,2006-12-31,360
91100,1,2007-01-31,378
91100,1,2007-03-31,446
91100,1,2007-04-30,474
91100,1,2007-06-30,533
91100,1,2007-07-31,579
91100,1,2007-09-30,646
91100,1,2007-10-31,690
91100,1,2007-12-31,764
91100,1,2008-01-31,812
91100,1,2008-03-31,904
91100,1,2008-04-30,938
91100,1,2008-06-30,1012
91100,1,2008-07-31,1053
91100,1,2008-09-30,1098
91100,1,2008-10-31,1114
91100,1,2008-12-31,1190
91100,1,2009-01-31,1223
91100,1,2009-03-31,1298
91100,1,2009-04-30,1328
91100,1,2009-05-31,1348
91100,1,2009-06-30,1406
91100,1,2009-07-31,1454
91100,1,2009-08-31,1496
91100,1,2009-09-30,1548
91100,1,2009-10-31,1584
91100,1,2009-11-30,1626
91100,1,2009-12-31,1647
91100,1,2010-01-31,1676
91100,1,2010-02-28,1693
91100,1,2010-03-31,1738
91100,1,2010-04-30,1777
91100,1,2010-05-31,1805
91100,1,2010-06-30,1839
91100,1,2010-07-31,1872
91100,1,2010-08-31,1909
91100,1,2010-09-30,1921
91100,1,2010-10-31,1941
91100,1,2010-11-30,1959
91100,1,2010-12-31,1974
91100,1,2011-01-31,2007
91100,1,2011-02-28,2035
91100,1,2011-03-31,2066
91100,1,2011-04-30,2093
91100,1,2011-05-31,2126
91100,1,2011-06-30,2160
91100,1,2011-07-31,2190
91100,1,2011-08-31,2226
91100,1,2011-09-30,2263
91100,1,2011-10-31,2315
91100,1,2011-11-30,2357
91100,1,2011-12-31,2396
91100,1,2012-01-31,2429
91114,1,2006-01-31,575
91114,1,2006-03-31,665
91114,1,2006-04-30,702
91114,1,2006-06-30,805
91114,1,2006-07-31,838
91114,1,2006-09-30,926
91114,1,2006-10-31,959
91114,1,2006-12-31,1043
91114,1,2007-01-31,1103
91114,1,2007-03-31,1180
91114,1,2007-04-30,1226
91114,1,2007-06-30,1309
91114,1,2007-07-31,1354
91114,1,2007-09-30,1423
91114,1,2007-10-31,1455
91114,1,2007-12-31,1516
91114,1,2008-01-31,1550
91114,1,2008-03-31,1598
91114,1,2008-04-30,1626
91114,1,2008-06-30,1674
91114,1,2008-07-31,1710
91114,1,2008-09-30,1781
91114,1,2008-10-31,1824
91114,1,2008-12-31,1881
91114,1,2009-01-31,1926
91114,1,2009-03-31,1997
91114,1,2009-04-30,2025
91114,1,2009-05-31,2061
91114,1,2009-06-30,2097
91114,1,2009-07-31,2127
91114,1,2009-08-31,2151
91114,1,2009-09-30,2183
91114,1,2009-10-31,2215
91114,1,2009-11-30,2240
91114,1,2009-12-31,2267
91114,1,2010-01-31,2293
91114,1,2010-02-28,2309
91114,1,2010-03-31,2335
91114,1,2010-04-30,2362
91114,1,2010-05-31,2386
91114,1,2010-06-30,2416
91114,1,2010-07-31,2452
91114,1,2010-08-31,2479
91114,1,2010-09-30,2506
91114,1,2010-10-31,2540
91114,1,2010-11-30,2555
91114,1,2010-12-31,2567
91114,1,2011-01-31,2588
91114,1,2011-02-28,2605
91114,1,2011-03-31,2639
91114,1,2011-04-30,2659
91114,1,2011-05-31,2700
91114,1,2011-06-30,2725
91114,1,2011-07-31,2743
91114,1,2011-08-31,2769
91114,1,2011-09-30,2797
91114,1,2011-10-31,2816
91114,1,2011-11-30,2833
91114,1,2011-12-31,2853
91114,1,2012-01-31,2880
93301,1,2006-01-31,33
93301,1,2006-03-31,36
93301,1,2006-04-30,37
93301,1,2006-06-30,46
93301,1,2006-07-31,46
93301,1,2006-09-30,50
93301,1,2006-10-31,53
93301,1,2006-12-31,55
93301,1,2007-01-31,57
93301,1,2007-03-31,71
93301,1,2007-04-30,108
93301,1,2007-06-30,166
93301,1,2007-07-31,185
93301,1,2007-09-30,214
93301,1,2007-10-31,269
93301,1,2007-12-31,330
93301,1,2008-01-31,352
93301,1,2008-03-31,371
93301,1,2008-04-30,385
93301,1,2008-06-30,407
93301,1,2008-07-31,424
93301,1,2008-09-30,437
93301,1,2008-10-31,470
93301,1,2008-12-31,495
93301,1,2009-01-31,504
93301,1,2009-03-31,543
93301,1,2009-04-30,561
93301,1,2009-05-31,557
93301,1,2009-06-30,567
93301,1,2009-07-31,579
93301,1,2009-08-31,595
93301,1,2009-09-30,605
93301,1,2009-10-31,621
93301,1,2009-11-30,650
93301,1,2009-12-31,691
93301,1,2010-01-31,707
93301,1,2010-02-28,713
93301,1,2010-03-31,726
93301,1,2010-04-30,744
93301,1,2010-05-31,751
93301,1,2010-06-30,759
93301,1,2010-07-31,765
93301,1,2010-08-31,784
93301,1,2010-09-30,795
93301,1,2010-10-31,812
93301,1,2010-11-30,817
93301,1,2010-12-31,819
93301,1,2011-01-31,832
93301,1,2011-02-28,845
93301,1,2011-03-31,865
93301,1,2011-04-30,872
93301,1,2011-05-31,880
93301,1,2011-06-30,889
93301,1,2011-07-31,903
93301,1,2011-08-31,910
93301,1,2011-09-30,915
93301,1,2011-10-31,922
93301,1,2011-11-30,925
93301,1,2011-12-31,929
93301,1,2012-01-31,933
93401,1,2006-03-31,20
93401,1,2006-04-30,35
93401,1,2006-06-30,59
93401,1,2006-07-31,80
93401,1,2006-09-30,115
93401,1,2006-10-31,119
93401,1,2006-12-31,131
93401,1,2007-01-31,138
93401,1,2007-03-31,137
93401,1,2007-04-30,141
93401,1,2007-06-30,144
93401,1,2007-07-31,144
93401,1,2007-09-30,145
93401,1,2007-10-31,145
93401,1,2007-12-31,147
93401,1,2008-01-31,148
93401,1,2008-03-31,150
93401,1,2008-04-30,151
93401,1,2008-06-30,151
93401,1,2008-07-31,154
93401,1,2008-09-30,155
93401,1,2008-10-31,154
93401,1,2008-12-31,157
93401,1,2009-01-31,158
93401,1,2009-03-31,160
93401,1,2009-04-30,160
93401,1,2009-05-31,160
93401,1,2009-06-30,160
93401,1,2009-07-31,161
93401,1,2009-08-31,164
93401,1,2009-09-30,166
93401,1,2009-10-31,167
93401,1,2009-11-30,171
93401,1,2009-12-31,171
93401,1,2010-01-31,172
93401,1,2010-02-28,172
93401,1,2010-03-31,173
93401,1,2010-04-30,173
93401,1,2010-05-31,173
93401,1,2010-06-30,173
93401,1,2010-07-31,173
93401,1,2010-08-31,174
93401,1,2010-09-30,175
93401,1,2010-10-31,176
93401,1,2010-11-30,177
93401,1,2010-12-31,177
93401,1,2011-01-31,178
93401,1,2011-02-28,178
93401,1,2011-03-31,179
93401,1,2011-04-30,179
93401,1,2011-05-31,179
93401,1,2011-06-30,179
93401,1,2011-07-31,179
93401,1,2011-08-31,179
93401,1,2011-09-30,179
93401,1,2011-10-31,179
93401,1,2011-11-30,179
93401,1,2011-12-31,179
93401,1,2012-01-31,179
95698,1,2009-01-31,8
95698,1,2009-03-31,9
95698,1,2009-04-30,9
95698,1,2009-05-31,9
95698,1,2009-06-30,9
95698,1,2009-07-31,9
95698,1,2009-08-31,9
95698,1,2009-09-30,9
95698,1,2009-10-31,9
95698,1,2009-11-30,14
95698,1,2009-12-31,15
95698,1,2010-01-31,16
95698,1,2010-02-28,16
95698,1,2010-03-31,16
95698,1,2010-04-30,16
95698,1,2010-05-31,16
95698,1,2010-06-30,16
95698,1,2010-07-31,16
95698,1,2010-08-31,16
95698,1,2010-09-30,16
95698,1,2010-10-31,16
95698,1,2010-11-30,16
95698,1,2010-12-31,16
95698,1,2011-01-31,16
95698,1,2011-02-28,16
95698,1,2011-03-31,16
95698,1,2011-04-30,16
95698,1,2011-05-31,16
95698,1,2011-06-30,16
95698,1,2011-07-31,16
95698,1,2011-08-31,16
95698,1,2011-09-30,16
95698,1,2011-10-31,16
95698,1,2011-11-30,16
95698,1,2011-12-31,16
95698,1,2012-01-31,18
